采集时间,航班号,高度(米),速度(米/秒),航向(度),经度,纬度,是否地面,ICAO24
2026-04-06 18:33:21,CCA1305,4396.74,132.35,238.35,116.3116,40.1883,False,78115c
2026-04-06 18:33:21,CQH6600,10698.48,226.92,31.28,117.1117,40.789,False,7810d7
2026-04-06 18:33:21,CUA5529,7642.86,179.85,344.57,116.7427,40.2861,False,7810a1
2026-04-06 18:33:21,CCA1286,2743.2,146.56,105.89,116.6066,40.4176,False,780e20
2026-04-06 18:33:21,CES2245,10706.1,216.95,31.13,116.9028,40.5252,False,780edb
2026-04-06 19:28:49,CSC3122,2667,154.42,173.11,116.7175,40.1718,False,781c2c
2026-04-06 19:28:49,CCA1379,2125.98,124.24,333.97,116.5682,40.2444,False,781e02
2026-04-06 19:28:49,CDG7606,4122.42,200.37,149.62,117.0479,40.1466,False,780be8
2026-04-06 19:28:49,CCA1647,4366.26,156.56,19.98,116.6669,40.4871,False,780d85
2026-04-06 19:28:49,CES6551,9471.66,187.35,351.31,116.824,39.9539,False,78185d
2026-04-06 19:28:49,GCR7797,7193.28,173.59,342.05,116.6481,40.5853,False,780565
2026-04-06 19:28:49,BJN8625,6614.16,169.52,341.24,116.7769,40.3124,False,780581
2026-04-06 19:28:49,CCA1641,6225.54,180.57,15.03,116.8008,40.7629,False,78235e
2026-04-06 19:28:49,CCA1953,3535.68,141.09,239.79,116.432,40.2151,False,780fe2
