采集时间,航班号,高度(米),速度(米/秒),航向(度),经度,纬度,是否地面,ICAO24
2026-04-04 12:43:54,CSN6317,10698.48,208.16,351.33,116.8185,39.982,False,78099c
2026-04-04 12:43:54,CSN6669,8869.68,226.82,5.34,116.8007,40.7482,False,7821b4
2026-04-04 12:43:54,CUA2929,8107.68,206.14,5.3,116.7749,40.5422,False,780e00
2026-04-04 12:43:54,KNA8245,9479.28,218.58,5.4,116.7729,40.5263,False,780e92
2026-04-04 13:44:57,KOR152,8039.1,181.19,346.87,116.8182,40.7313,False,7277a8
2026-04-04 13:44:57,KAL902,10088.88,251.99,167.38,116.8237,39.9619,False,71c042
2026-04-04 13:44:57,VIR209,10386.06,234.21,351.28,116.8203,39.9713,False,406b48
2026-04-04 13:44:57,KAL914,11308.08,246.57,171.48,116.7961,40.0931,False,71c390
2026-04-04 13:44:57,KLM855,11300.46,270.65,96.22,116.2766,40.3714,False,485788
2026-04-04 13:44:57,UEA2449,10698.48,218.13,359.73,116.7534,40.3426,False,781023
2026-04-04 13:44:57,CUA877,5494.02,191.69,353.22,116.9574,40.1496,False,7811b3
2026-04-04 13:44:57,KNA8270,3741.42,154.53,351.38,117.059,40.1762,False,780fbb
2026-04-04 15:36:41,CES5157,1912.62,106.73,109.13,116.4105,40.4056,False,7800ff
2026-04-04 15:36:41,AFR274,10088.88,276.56,96.62,116.5756,40.3453,False,394a0a
2026-04-04 15:36:41,CES259,10393.68,225.39,354.37,116.7972,40.3449,False,78157f
2026-04-04 15:36:41,GCR6664,8869.68,216.58,3.95,116.796,40.7087,False,780899
2026-04-04 15:36:41,CCA1352,1935.48,105.89,99.51,116.45,40.4082,False,7808c8
2026-04-04 16:55:43,CES6491,8427.72,219.66,351.24,116.7727,40.2085,False,781de7
2026-04-04 16:55:43,CCA855,6004.56,222.34,355.75,116.7591,40.5179,False,780ae5
2026-04-04 16:55:43,CCA1300,2499.36,113.44,69.84,116.2128,40.3753,False,7806bf
2026-04-04 16:55:43,QQE763,12222.48,218.9,304.66,116.5358,40.5705,False,06a1ce
2026-04-04 16:55:43,CUA5536,3596.64,152.25,173.4,116.718,40.1673,False,780055
2026-04-04 16:55:43,CES5115,1950.72,116.13,78.24,116.4216,40.3533,False,781336
2026-04-04 16:55:43,CQH8673,8107.68,207.88,5.82,116.7575,40.4047,False,780dc5
2026-04-04 17:30:54,MGL502,10393.68,214.76,335.22,116.8517,40.5147,False,68220d
2026-04-04 17:30:54,CES5161,2217.42,106.34,85.28,116.3221,40.3998,False,782152
2026-04-04 17:30:54,CHH7568,2217.42,111.99,69.57,116.3209,40.3985,False,7820f9
2026-04-04 17:30:54,CHH7236,2293.62,141.16,28.99,116.2164,40.2742,False,781063
2026-04-04 18:03:23,CQH6411,10698.48,242.46,31.46,116.8336,40.7624,False,781672
2026-04-04 18:03:23,CGN6023,10698.48,226.92,5.59,116.777,40.561,False,78073a
2026-04-04 18:03:23,CSN6916,8420.1,209.95,355.78,116.5581,40.8684,False,78212b
2026-04-04 18:03:23,CSC8889,1912.62,111.29,111.7,116.4592,40.3727,False,781013
2026-04-04 18:03:23,CHH7810,2567.94,120.66,112.3,116.293,40.3743,False,780dcf
2026-04-04 18:47:11,CCA1220,1943.1,106.57,79.99,116.3635,40.3767,False,781ca5
2026-04-04 18:47:11,CCA8660,3596.64,174.57,194.86,116.6855,40.4136,False,7804bf
2026-04-04 18:47:11,CSC8893,3368.04,131.4,25.26,116.2022,40.2277,False,78112c
2026-04-04 18:47:11,CSZ9107,2438.4,119.94,24.59,116.2955,40.3774,False,78136b
2026-04-04 18:47:11,CPA392,1905,108.26,78.21,116.3987,40.3762,False,78018e
2026-04-04 18:47:11,CCA2735,10690.86,240.37,32.06,117.0601,40.7677,False,780e75
2026-04-04 21:12:25,CCA1230,3596.64,166.22,91.42,116.5926,40.4213,False,781c3f
2026-04-04 21:12:25,CES6109,6004.56,195.22,341.09,116.7769,40.3152,False,781859
2026-04-04 21:12:25,CCA1819,5173.98,164.32,208.01,116.1766,40.2409,False,780529
2026-04-04 21:12:25,CSC3348,8869.68,243.44,34.5,116.8425,40.8928,False,78067a
2026-04-04 21:12:25,CSN5974,10233.66,242.99,34.13,116.9162,40.723,False,7806fc
2026-04-04 21:12:25,CCA1270,3596.64,154.48,172.92,116.6965,40.3083,False,7808aa
2026-04-04 21:12:25,未知,3177.54,139.71,237.48,116.4201,40.2595,False,780e30
2026-04-04 21:12:25,FZA6636,8107.68,204.09,351.16,116.7707,40.2195,False,780f5a
2026-04-04 21:12:25,CSC3350,10088.88,225.8,5.36,116.7765,40.5517,False,780dda
