采集时间,航班号,高度(米),速度(米/秒),航向(度),经度,纬度,是否地面,ICAO24
2026-04-07 07:23:28,CUA5509,7604.76,197.06,0.9,116.8017,40.7493,False,78168d
2026-04-07 07:23:28,CUA5519,6004.56,187.27,0.63,116.7949,40.317,False,7802fb
2026-04-07 07:23:28,未知,1798.32,134.32,352.74,116.571,40.2406,False,780490
2026-04-07 07:23:28,CCA1825,2842.26,159.95,162.79,116.9581,40.1491,False,78076f
2026-04-07 07:23:28,CCA1461,3208.02,147.09,252.71,116.3771,40.2105,False,7820dc
2026-04-07 07:23:28,CCA958,3307.08,154.91,94.95,116.6261,40.4202,False,78115f
2026-04-07 07:23:28,未知,2095.5,139.88,35.27,116.5892,40.2461,False,780069
2026-04-07 07:23:28,未知,5394.96,177.67,345.92,116.8152,40.746,False,780099
2026-04-07 07:55:24,CCA1475,1813.56,135.24,339.98,116.5696,40.2461,False,78048c
2026-04-07 07:55:24,CSN6144,6004.56,189.1,354.69,116.8663,40.2102,False,780592
2026-04-07 07:55:24,CSZ9151,4107.18,169.26,270.35,116.379,40.3167,False,7807ae
2026-04-07 07:55:24,CCA4125,6004.56,196.17,241.15,116.1887,40.2861,False,7822dd
2026-04-07 07:55:24,CHH7145,6499.86,187.06,3.31,116.5651,40.7563,False,7823b7
2026-04-07 07:55:24,CSC3115,2910.84,146.86,237.59,116.3301,40.1933,False,780e50
2026-04-07 12:19:07,CSZ228,10698.48,199.49,5.48,116.7651,40.4649,False,780b20
2026-04-07 12:19:07,CCA2896,6004.56,223.13,93.3,116.9025,40.4152,False,780bf2
2026-04-07 12:19:07,CSN6220,5394.96,182.82,353.37,116.961,40.1288,False,78161f
2026-04-07 12:19:07,CES2075,5394.96,190.6,353.34,116.9504,40.1966,False,780300
2026-04-07 12:19:07,HXA4630,8107.68,190.17,5.43,116.7839,40.617,False,7803a8
2026-04-07 12:19:07,CSC8237,10698.48,190.99,351.32,116.8443,40.1823,False,7817fd
2026-04-07 12:19:07,KAL907,8412.48,213.32,342.74,116.6384,40.6016,False,71c346
2026-04-07 12:19:07,CKK205,9174.48,215.93,342.82,116.6168,40.6547,False,7805dd
2026-04-07 12:19:07,P4IFD,2583.18,148.29,182.39,116.7294,40.1812,False,48412a
2026-04-07 12:19:07,CHH7138,2628.9,148.74,173.05,116.7166,40.1781,False,78141c
2026-04-07 12:19:07,CHH7335,2080.26,133.06,238.28,116.4192,40.2307,False,780dc1
2026-04-07 12:19:07,未知,1813.56,138.8,19.71,116.5774,40.24,False,780f3e
2026-04-07 12:19:07,SWR189,9174.48,211.52,350.9,116.8085,40.0323,False,4b18fc
2026-04-07 13:58:19,CCA8192,6004.56,216.08,90.55,116.5778,40.4234,False,781c20
2026-04-07 13:58:19,CQH8662,9784.08,218.88,230.44,116.5904,40.5011,False,781e32
2026-04-07 13:58:19,UEA2449,8115.3,198.85,351.22,116.7839,40.1544,False,7810f0
2026-04-07 13:58:19,CCA781,4564.38,154.38,351.76,117.0355,40.3026,False,7812de
2026-04-07 13:58:19,MFX550,9189.72,199.86,351.27,116.7738,40.2037,False,507c98
2026-04-07 13:58:19,UZB528,10386.06,223.97,345.77,116.7412,40.3454,False,507c4c
2026-04-07 13:58:19,CCA1406,1950.72,126.17,59.36,116.3365,40.3411,False,780fe2
2026-04-07 16:40:06,CCA1283,5394.96,187.26,265.75,116.7289,40.3203,False,780d80
2026-04-07 16:40:06,CCA1906,2004.06,134.56,66.57,116.35,40.339,False,7815c1
2026-04-07 16:40:06,CCA1300,2072.64,139.42,90.63,116.2551,40.4061,False,7810f8
2026-04-07 16:40:06,CUA5536,3596.64,160.43,173.74,116.6909,40.3415,False,780055
2026-04-07 17:48:33,CCA1384,1554.48,110.01,70.04,116.4655,40.3255,False,781f2f
2026-04-07 17:48:33,CUA5597,7498.08,189.52,343.93,116.8702,40.578,False,780d62
2026-04-07 17:48:33,CCA1488,2103.12,136.31,61.11,116.279,40.342,False,780631
2026-04-07 17:48:33,CSN8459,9791.7,218.83,242.41,116.4837,40.3997,False,78066e
2026-04-07 17:48:33,CCA1611,5935.98,178.71,354.88,117.0168,40.4439,False,782181
2026-04-07 17:48:33,CSC8889,3215.64,141.87,22.38,116.1965,40.1906,False,78112a
2026-04-07 18:42:59,CCA1314,3131.82,135.98,27.24,116.2089,40.251,False,780ae5
2026-04-07 18:42:59,CCA1443,3398.52,162.25,336.85,117.0551,40.1642,False,7815c1
2026-04-07 18:42:59,AMU010,2354.58,104.46,25.68,116.355,40.3351,False,78041b
2026-04-07 18:42:59,CCA2735,10698.48,201.07,5.58,116.7925,40.6821,False,780529
2026-04-07 18:42:59,CHH7180,1965.96,118.15,66.11,116.4256,40.3508,False,780818
2026-04-07 18:42:59,CHH7555,9479.28,202.51,5.25,116.7511,40.3269,False,78129c
2026-04-07 18:42:59,CCD1936,1539.24,125.72,82,116.3843,40.3377,False,781325
