采集时间,航班号,高度(米),速度(米/秒),航向(度),经度,纬度,是否地面,ICAO24
2026-04-05 16:05:45,CCA1476,3596.64,145.08,90.61,116.3151,40.4251,False,78048c
2026-04-05 16:05:45,MZT6876,3063.24,140.13,172.41,116.6962,40.3078,False,78081a
2026-04-05 16:05:45,CCA1409,2446.02,132.46,342.83,116.5635,40.2532,False,782279
2026-04-05 16:05:45,CSN6762,9784.08,208.59,239.96,116.4628,40.3972,False,7821b4
2026-04-05 16:05:45,未知,2705.1,133.99,258.26,116.3448,40.2243,False,7812ec
2026-04-05 16:05:45,CCA1495,4541.52,157.67,236.98,116.1794,40.1226,False,780f62
2026-04-05 16:57:38,CCA855,4122.42,178.36,3.64,116.5515,40.5712,False,7809aa
2026-04-05 16:57:38,CCA1407,4914.9,144.72,240.15,116.3506,40.1703,False,781f2f
2026-04-05 16:57:38,CSN6851,9784.08,205.16,233.36,116.4912,40.4301,False,780260
2026-04-05 16:57:38,CSN3623,10713.72,247.63,32.27,116.8232,40.668,False,7803cc
2026-04-05 16:57:38,CCA1624,2446.02,151.42,172.78,116.7158,40.1848,False,7805f1
2026-04-05 16:57:38,CCA810,2781.3,145.49,201.58,116.6842,40.4194,False,7822d8
2026-04-05 17:37:54,CQH8661,9288.78,231.83,37.61,116.8829,40.8335,False,7805d1
2026-04-05 17:37:54,CSN6256,10706.1,230.04,10.96,116.8128,40.889,False,7806fe
2026-04-05 17:37:54,CXA8023,10698.48,223.78,359.87,116.7517,40.3354,False,781117
2026-04-05 17:37:54,CCA799,2872.74,131.32,352.35,116.5559,40.3309,False,781329
2026-04-05 17:37:54,CHH7668,9784.08,199.05,238.53,116.7666,40.5441,False,780dd0
2026-04-05 18:05:23,CCA1425,6004.56,165.16,239.28,116.2427,40.1282,False,781e13
2026-04-05 18:05:23,AAR3365,2346.96,143.32,45,116.5934,40.2423,False,71c059
2026-04-05 18:05:23,CHH447,11003.28,197.64,242.9,116.8842,40.5584,False,780459
2026-04-05 18:05:23,HXA4884,7802.88,199.02,199.79,117.0806,40.2863,False,781333
2026-04-05 18:05:23,CSN6916,6004.56,173.56,353.19,116.9323,40.3133,False,78135c
2026-04-05 18:05:23,CES5198,3832.86,160.1,173.17,116.7294,40.0939,False,780f48
2026-04-05 18:50:57,CCA1220,2682.24,123.28,173.29,116.7162,40.1812,False,781e14
2026-04-05 18:50:57,CCA8660,3779.52,160.87,172.47,116.7285,40.0987,False,780608
2026-04-05 18:50:57,CCA1274,2667,153.34,173.26,116.7163,40.1813,False,7810f7
2026-04-05 18:50:57,未知,2766.06,143.28,203.71,116.6874,40.4234,False,7812e2
2026-04-05 18:50:57,CUA5529,6004.56,188.5,353.42,116.951,40.192,False,781454
2026-04-05 18:50:57,CCA1907,4244.34,146.58,237.76,116.3106,40.1872,False,780fde
2026-04-05 19:17:27,CCA1150,3596.64,182.66,91.13,116.4237,40.4237,False,781ca5
2026-04-05 19:17:27,CCA1615,2369.82,129.66,352.71,116.572,40.2348,False,780426
2026-04-05 19:17:27,CHH7082,2994.66,133.62,240.47,116.3461,40.1564,False,7820fb
2026-04-05 19:17:27,KAR3522,11612.88,227.52,351.16,116.821,39.9691,False,151e38
2026-04-05 19:17:27,CSN6208,7117.08,190.16,343.82,116.8549,40.6194,False,780f12
2026-04-05 19:17:27,CCA1202,3589.02,184.98,117.14,116.6382,40.4106,False,780fdf
2026-04-05 19:47:14,CCA4110,2758.44,127.9,340.25,116.567,40.2495,False,781dd6
2026-04-05 19:47:14,LKE9987,2933.7,150.72,173.34,116.7166,40.1785,False,780ae3
2026-04-05 19:47:14,CES9945,10698.48,234.43,33.27,116.845,40.8606,False,780c52
2026-04-05 19:47:14,GDC7885,4831.08,176.21,3.18,116.5513,40.5693,False,78044c
2026-04-05 19:47:14,CCA1647,6530.34,180.24,2.62,116.8052,40.8294,False,78068d
2026-04-05 19:47:14,CSN6193,3589.02,162.71,173.1,116.7498,39.9649,False,780889
2026-04-05 19:47:14,CCA1881,5943.6,153.47,242.66,116.2963,40.1318,False,7822d8
2026-04-05 19:47:14,B5999,2316.48,128.57,352.87,116.5725,40.2323,False,7812e3
2026-04-05 19:47:14,CHH7648,11003.28,205.12,229.68,116.2775,40.305,False,780e2c
2026-04-05 20:02:00,CSC3344,9479.28,207.14,351.29,116.8002,40.0719,False,781be8
2026-04-05 20:02:00,CCA981,2987.04,158.18,172.71,117.0667,40.1451,False,780d2a
2026-04-05 20:02:00,CCA1123,4693.92,180.89,3.42,116.5441,40.4667,False,781549
2026-04-05 20:02:00,CDC8870,8107.68,222.26,5.58,116.7807,40.5886,False,781196
2026-04-05 20:02:00,CCA870,3147.06,156.23,173.95,116.717,40.1744,False,780099
2026-04-05 21:17:05,CCA1111,2423.16,116.27,270.25,116.3782,40.226,False,781ca5
2026-04-05 21:17:05,CES6109,8336.28,209.27,345.04,116.5739,40.7726,False,781f46
2026-04-05 21:17:05,CCA1329,4282.44,156.18,238.19,116.3535,40.1962,False,780ae5
2026-04-05 21:17:05,CDG4652,2849.88,154.74,51.07,116.5976,40.2458,False,78040c
2026-04-05 21:17:05,CCA2719,9479.28,208.82,351.07,116.7955,40.0959,False,7804bc
2026-04-05 21:17:05,CCA1270,2880.36,153.91,173.09,116.7163,40.1791,False,780731
2026-04-05 21:17:05,CES2283,6736.08,199.13,343.95,116.8929,40.5176,False,780de4
2026-04-05 21:17:05,QDA6008,9494.52,230.56,5.63,116.7998,40.7401,False,780f7d
2026-04-05 22:01:30,CCA1821,3627.12,136.33,245.95,116.3954,40.1509,False,781c70
2026-04-05 22:01:30,CQN2074,9776.46,198.61,230.99,116.2886,40.3119,False,7818fb
2026-04-05 22:44:30,CSN5984,3596.64,150.29,200.85,116.8391,40.1527,False,781401
2026-04-05 23:17:21,CCA1424,3596.64,186.19,119.82,116.2793,40.3185,False,781fe7
2026-04-05 23:17:21,CCA1622,2461.26,147.11,199.83,116.7543,40.1797,False,780e76
